,Offset Project Operator,Project Name,Project Type,State,tot,Project.Owner,Website,City,State2
258,"Middleton Place, LLC",Green Assets – Middleton Avoided Conversion,Forest,SC,285687,Green Assets,https://www.green-assets.com/,Charleston,SC
259,"Middleton Place, LLC",Green Assets – Middleton Avoided Conversion Project,Forest,SC,227045,Green Assets,https://www.green-assets.com/,Charleston,SC
260,"Milbury Plantation, LLC",Green Assets - Milbury Avoided Conversion Project,Forest,SC,1066037,Green Assets,https://www.green-assets.com/,Allendale,SC
34,Brookgreen Gardens,Green Assets-Brookgreen Gardens Improved Forest Management Project,Forest,SC,201277,Green Assets,https://www.green-assets.com/,Garden City,SC
212,Green Diamond Resource Company,Green Diamond Resource Company Klamath East IFM,Forest,OR,515979,Green Diamond Resource Company,https://www.greendiamond.com/,Klamath Falls,OR
211,Green Diamond Resource Company,Green Diamond Resource Company-Klamath West IFM,Forest,OR,NA,Green Diamond Resource Company,https://www.greendiamond.com/,Klamath Falls,OR
48,"Camco International Group, Inc.",Green Meadow Farm,Livestock,MI,4565,Camco International,https://www.camco.energy/,Elsie,MI
359,"Solvay Chemicals, Inc.",Green River Trona Mine Methane Destruction and Utilization Project,MMC,WY,498654,Solvay Chemicals Inc.,https://www.solvay.us/en/index.html,Green River,WY
278,Origin Climate Inc. (formerly TerraPass Inc.),Green Valley Dairy,Livestock,WI,28663,3Degrees,https://3degreesinc.com/,Krakow,WI
281,"Origin Climate, Inc.",Green Valley Dairy,Livestock,WI,18641,3Degrees,https://3degreesinc.com/,Krakow,WI
213,"Green Valley Dairy, LLC",Green Valley Dairy Methane Reduction Project,Livestock,WI,66954,3Degrees,https://3degreesinc.com/,Krakow,WI
253,"Mendocino Redwood Company, LLC",Greenwood Creek,Forest,CA,331816,Mendocino Redwood Company,https://www.hrcllc.com/,Mendocino,CA
1,"3 Degrees Group, Inc.",Greenwood Dairy Anaerobic Digester,Livestock,NY,15735,3Degrees,https://3degreesinc.com/,Canton,NY
215,"Grotegut Dairy Farm, Inc.","Grotegut Dairy Farm, Inc.",Livestock,WI,43865,Terrapass,https://www.terrapass.com/,Newton,WI
374,The Conservation Fund,Gualala River Forest,Forest,CA,414346,The Conservation Fund,https://www.conservationfund.org/,Mendocino,CA
375,The Conservation Fund,Gualala River Forest – ARB,Forest,CA,292013,The Conservation Fund,https://www.conservationfund.org/,Mendocino,CA
216,Hanes Ranch Inc.,Hanes Ranch Forest Carbon Project,Forest,CA,20102,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Mendocino,CA
217,Hanes Ranch Incorporated,Hanes Ranch Forest Carbon Project,Forest,CA,107214,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Mendocino,CA
151,Environmental Credit Corp.,Herrema Dairy,Livestock,IN,19480,ClimeCo,https://climeco.com/,Fair Oaks,IN
152,Environmental Credit Corp.,Hidden View Dairy,Livestock,IN,36730,ClimeCo,https://climeco.com/,Rensselaer,IN
114,"Davis Family Dairies, LLC",High Island Dairy,Livestock,MN,67433,High Island Dairy,0,Le Sueur,MN
254,"Mendocino Redwood Company, LLC",Hollow Tree,Forest,CA,985152,Mendocino Redwood Company,https://www.hrcllc.com/,Mendocino,CA
228,"Holsum Dairies, LLC",Holsum Elm,Livestock,WI,48567,Holsum Dairies,www.holsumdairies.com/,Chilton,WI
229,"Holsum Dairies, LLC",Holsum Elm Dairy,Livestock,WI,48481,Holsum Dairies,www.holsumdairies.com/,Chilton,WI
230,"Holsum Dairies, LLC",Holsum Irish Dairy,Livestock,WI,72657,Holsum Dairies,www.holsumdairies.com/,Chilton,WI
2,"3 Degrees Group, Inc.",Homestead Green Energy,Livestock,IN,6721,3Degrees,https://3degreesinc.com/,Plymouth,IN
6,"3Degrees Group, Inc.",Homestead Green Energy,Livestock,IN,5491,3Degrees,https://3degreesinc.com/,Plymouth,IN
282,"Origin Climate, Inc.",Homestead Green Energy,Livestock,IN,11533,3Degrees,https://3degreesinc.com/,Plymouth,IN
231,"Honeywell International, Inc.",Honeywell ODS Destruction Project,ODS,AR,128072,Honeywell Refridgerants,,El Dorado,AR
273,Northeast Wilderness Trust,Howland Research Forest,Forest,ME,48852,Northeast Wilderness Trust,www.newildernesstrust.org/wild-carbon/mitigation/,Penobscot,ME
232,Hudson Technologies Company,Hudson Tech 2018-1,ODS,OH,21967,Hudson Technologies,https://www.hudsontech.com/,Bowling Green,OH
233,Hudson Technologies Company,Hudson Tech 2019-1,ODS,OH,54157,Hudson Technologies,https://www.hudsontech.com/,Bowling Green,OH
234,Hudson Technologies Company,Hudson Tech 2019-2,ODS,OH,44551,Hudson Technologies,https://www.hudsontech.com/,Bowling Green,OH
235,Hudson Technologies Company,Hudson Tech 2019-4,ODS,OH,73462,Hudson Technologies,https://www.hudsontech.com/,Bowling Green,OH
236,Hudson Technologies Company,Hudson Tech 2019-5,ODS,OH,58918,Hudson Technologies,https://www.hudsontech.com/,Bowling Green,OH
237,Huron Mountain Club,Huron Mountain Club Forest Carbon Project,Forest,MI,1342730,Huron Mountain Club,https://huronmountainclub.org/,Marquette,MI
238,"Ideal Family Farms, LLC",Ideal Family Farms Digester Project,Livestock,PA,12930,Ideal Family Farms,,Beavertown,PA
241,"JMA Farms, LLC",Ideal Family Farms Digester Project,Livestock,PA,8112,Ideal Family Farms,,Beavertown,PA
239,"Irony, LLC",Irony,ODS,OH,8330,"Irony, LLC",0,Bowling Green,OH
3,"3 Degrees Group, Inc.",Kettle Butte Digester,Livestock,ID,48894,3Degrees,https://3degreesinc.com/,Idaho Falls,ID
283,"Origin Climate, Inc.",Kettle Butte Digester,Livestock,ID,19666,3Degrees,https://3degreesinc.com/,Idaho Falls,ID
243,"Lamb Farms, Inc.",Lambs Dairy Digester,Livestock,NY,29203,Lamb Dairy Digesters,0,Oakfield,NY
107,"CSE Operating II, LLC",Linde,Livestock,SD,2975,Center for Sustainable Energy,https://energycenter.org/,White,SD
37,"California Timberlands 2, LLC",Lord Ellis Improved Forest Management Project,Forest,CA,353052,California Timberlands,,Fernwood,CA
246,"Mailliard Ranch, a California limited partnership",Mailliard Ranch,Forest,CA,1025509,The Conservation Fund,https://www.conservationfund.org/,Eureka,CA
247,"Maple Leaf Dairy, Inc.",Maple Leaf Dairy East,Livestock,WI,25013,Maple Leaf Dairy,0,Manitowoc,WI
248,"Maple Leaf Dairy, Inc.",Maple Leaf Dairy West,Livestock,WI,61474,Maple Leaf Dairy,0,Manitowoc,WI
252,"McElroy Green Marketing, LLC",Marshall County VAM Abatement Project,MMC,WV,495758,McElroy Green Marketing,,Glen Easton,WV
